50,68,20
61,0,14
69,30,17
71,16,16
6,71,9
69,55,20
61,24,15
61,19,11
41,65,18
25,62,18
61,30,15
29,62,16
73,19,19
74,46,20
52,55,20
59,60,20
69,41,20
52,44,20
62,48,17
61,21,19
69,33,13
69,26,19
49,72,19
61,27,19
13,69,10
64,8,14
40,63,20
56,58,20
60,56,20
40,70,19
37,61,16
48,44,20
38,70,20
59,53,20
12,66,15
26,69,16
29,67,17
68,0,13
57,42,20
63,12,11
70,2,11
52,53,20
63,6,14
66,0,11
35,66,14
64,48,20
66,34,15
17,72,14
65,35,19
68,49,19
67,48,20
63,44,19
61,0,8
41,65,20
76,24,19
79,3,11
40,52,20
60,52,20
25,70,18
64,12,12
7,63,13
79,3,12
70,0,10
67,3,16
64,38,14
46,68,20
45,73,20
68,18,18
32,73,20
63,6,12
65,3,12
64,27,14
61,15,14
29,66,12
24,61,16
62,0,10
70,36,20
4,66,13
63,8,12
70,47,19
41,69,17
35,73,18
72,35,18
72,32,18
11,61,12
48,62,18
50,59,20
54,64,20
56,52,20
65,51,20
63,40,20
57,44,20
61,30,18
63,45,20
26,62,14
63,36,19
49,67,20
60,39,20
62,42,14
65,38,20
69,0,10
46,62,20
35,63,20
77,0,13
66,5,12
70,51,16
62,0,8
68,18,16
51,53,20
56,52,20
70,43,17
65,25,15
68,2,16
61,23,17
56,60,20
61,43,18
67,34,20
62,38,18
66,23,18
33,67,13
61,53,18
55,45,20
68,39,20
49,49,20
65,25,14
66,3,12
49,63,17
67,10,16
63,52,18
60,59,20
69,35,19
37,65,20
62,26,16
61,2,14
48,62,20
54,67,18
68,0,12
55,63,17
53,54,20
62,2,15
66,26,13
8,72,10
61,20,17
62,18,12
32,57,20
11,64,16
17,61,13
59,60,20
68,6,16
61,0,14
59,65,19
34,62,17
65,38,19
65,13,14
19,62,13
65,0,12
61,0,9
65,31,19
65,42,20
28,66,18
55,64,20
59,58,20
32,64,18
57,52,20
41,62,19
67,32,19
47,70,20
61,40,16
52,35,20
66,17,14
73,4,15
68,26,15
48,55,20
62,59,19
62,7,17
62,3,8
62,47,19
52,45,20
63,17,17
30,67,17
64,46,19
61,17,17
62,27,17
62,36,19
66,43,19
30,66,15
38,62,14
58,42,20
63,17,12
70,38,19
43,58,20
69,42,20
63,20,12
61,10,16
62,24,15
54,62,20
67,35,18
69,25,16
44,62,14
28,68,18
58,42,20
59,57,20
61,6,13
59,26,20
55,59,20
70,15,15
60,35,20
67,25,16
42,53,20
71,26,17
61,38,18
61,31,18
65,48,19
71,22,16
62,28,17
52,69,17
63,49,19
70,3,13
0,66,9
71,19,14
17,61,12
69,0,13
10,69,12
67,10,15
63,29,19
62,48,18
65,32,14
62,44,20
48,64,20
49,57,20
61,40,18
50,43,20
65,20,16
67,43,19
61,13,14
23,61,16
64,54,19
81,0,14
61,36,20
15,72,14
61,11,14
14,73,16
52,57,20
35,64,15
69,8,18
61,13,8
63,51,17
44,63,18
64,5,17
79,25,17
68,49,20
62,34,14
63,45,18
61,48,17
71,11,19
69,11,13
61,26,17
66,32,19
24,63,17
64,12,14
36,64,17
64,10,11
64,39,18
54,69,18
61,34,20
62,44,15
68,9,16
65,14,12
62,35,17
61,21,16
61,41,18
63,28,19
70,14,12
64,33,17
46,64,19
76,33,20
62,39,16
62,37,19
54,39,20
67,24,18
61,38,19
68,12,11
44,67,20
72,2,17
66,0,10
39,57,20
73,37,20
62,54,19
61,28,18
73,0,10
66,15,10
62,27,17
62,49,19
37,63,16
58,48,20
66,31,19
69,15,16
53,61,16
9,65,11
67,2,13
38,68,18
63,31,19
29,61,12
58,40,20
63,42,18
65,4,13
63,22,15
21,63,13
64,17,14
74,17,17
65,47,18
64,29,17
12,75,15
66,37,19
0,62,6
62,40,16
67,31,19
21,61,14
61,32,20
48,61,17
62,24,20
65,3,9
61,31,19
66,45,17
57,62,16
38,46,20
19,62,15
62,30,16
47,57,20
40,63,17
67,43,19
73,11,17
54,52,20
12,65,15
23,61,14
68,19,15
63,14,10
72,4,14
23,70,15
55,48,20
62,21,17
60,41,20
56,55,20
74,11,14
16,67,17
70,53,17
57,48,20
67,0,10
74,23,14
70,10,14
65,0,9
27,61,15
58,43,20
68,11,19
21,62,13
60,51,20
42,55,20
35,71,18
65,2,12
63,12,12
69,14,15
65,9,17
33,64,19
72,19,16
64,37,18
64,35,18
44,63,18
10,61,12
69,5,13
70,12,17
47,73,20
0,77,14
70,38,20
62,0,9
73,34,19
71,23,19
44,67,20
21,68,12
70,24,19
65,0,11
68,29,17
70,25,17
58,52,20
58,51,20
63,45,19
63,13,9
63,32,19
63,31,19
13,65,12
61,36,17
68,16,17
37,68,15
31,61,17
62,10,13
70,18,16
62,0,10
64,32,15
66,42,16
49,39,20
58,62,18
63,28,16
24,65,16
41,63,17
34,58,20
66,35,19
49,60,20
26,63,17
67,18,16
49,64,18
40,63,16
68,32,19
0,65,16
39,66,16
62,31,20
61,23,15
40,71,16
66,4,14
64,7,14
69,34,17
61,53,18
41,61,20
74,4,15
61,26,15
70,23,19
34,67,18
16,61,11
25,69,17
42,63,18
70,16,14
58,53,20
50,60,20
59,54,20
65,37,18
70,30,18
21,61,16
61,24,14
61,43,16
35,42,20
68,31,19
24,62,16
69,28,19
53,66,15
67,37,15
47,53,20
18,67,16
80,33,19
65,8,16
